Action,portion_code,portiondesc,Active
,6056800,chiliburger,1
,6056900,chimichanga,1
,6057000,chip(s),1
,6057400,chocolate-coated or chocolate striped,1
,6057500,chop,1
,6057600,chunk,1
,6057700,chunk with liquid,1
,6057800,churro,1
,6058000,clam,1
,6058100,clove,1
,6058300,cocktail,1
,6058400,cocktail frank,1
,6058500,cocktail meatball,1
,6058600,cocktail size,1
,6058800,coffee cup (6 fl oz),1
,6058900,cone,1
,6058901,"cone, cotton candy",1
,6059000,cone and double dip,1
,6059100,cone and double dip,1
,6059200,cone and single dip,1
,6059300,cone and single dip,1
,6059700,fast food container,1
,6059900,cookie,1
,6060000,"cookie (2"" across)",1
,6060200,"cookie (2-1/2"" across)",1
,6060400,cordial glass,1
,6060500,medium,1
,6060600,cottontail rabbit,1
,6060800,crabapple,1
,6060900,cracker,1
,6060901,cracker or wheat wafer,1
,6061100,"cracker (2-1/2"" x 2"" x 1/4"")",1
,6061200,"crispbread (3-1/2"" x 1-7/8"" x 1/4"")",1
,6061300,"cracker (4-1/2"" x 2-1/2"" x 1/8"")",1
,6061400,"cracker (5"" x 2"")",1
,6061500,regular cracker (various shapes),1
,6061600,cracker,1
,6061700,crayfish,1
,6061800,cream horn,1
,6061900,cream pop (about 2 oz),1
,6062000,cream puff,1
,6062100,"cream puff (3-1/2"" x 2"")",1
,6062200,"crepe (10"" across)",1
,6062300,"crepe (7"" across)",1
,6062400,"crepe (8"" across)",1
,6062500,"crepe (9"" across)",1
,6062600,crepe with filling,1
,6062700,"crepe with filling, no sauce",1
,6062800,"crepe with filling, with sauce",1
,6062900,crepe with sauce,1
,6063000,crescent biscuit,1
,6063100,crescent roll,1
,6063200,crisp,1
,6063400,crispbread,1
,6063500,"fillet (5-1/4"" x 2"" x 3/8"")",1
,6063600,sandwich,1
,6063601,croissant,1
,6063700,croquette,1
,6063800,croquette,1
,6064000,"cruller (3-1/4"" across)",1
,6064100,cube,1
,6064101,small cube,1
,6068000,"cupcake (2-3/4"" across)",1
,6068100,custard cup,1
,6068200,cutlet or steak,1
,6068201,turkey cutlet,1
,6068400,date,1
,6068500,deli slice (1 oz),1
,6068600,diet slice,1
,6068700,dim sum,1
,6068800,single-serve cup (3.5 fl oz),1
,6068900,double bacon cheeseburger,1
,6069000,double cheeseburger,1
,6069100,double hamburger,1
,6069200,double stick,1
,6069300,doughnut,1
,6069400,"doughnut (3-1/4"" across)",1
,6069500,"medium (3"" across)",1
,6069600,doughnut hole,1
,6069700,stick,1
,6069800,dove,1
,6069900,drink,1
,6070100,drink (5 fl oz),1
,6070200,drink,1
,6070300,drop,1
,6070400,dumpling,1
,6070500,ear,1
,6070600,Eastern oyster,1
,6070700,Eastern oyster,1
,6070800,"eclair (5"" x 2"" x 1-3/4"")",1
,6070900,"eclair, frozen",1
,6071000,egg,1
,6071001,malted milk egg,1
,6071100,egg (.5 oz),1
,6071200,egg (1 oz),1
,6072000,egg roll,1
,6072100,egg,1
,6072200,"egg, hollow (2"" x 1"")",1
,6072300,"egg, solid (1"" x 1/2"")",1
,6072800,empanada,1
,6073000,enchilada,1
,6073300,entree (9.1 oz),1
,6073400,envelope (.71 oz),1
,6073401,envelope (1.3 oz),1
,6073600,envelope,1
,6073900,envelope (1.25 oz),1
,6074100,envelope Alba (.675 oz),1
,6074200,envelope (.75 oz),1
,6074300,envelope Swiss Miss (.53 oz),1
,6074500,envelope Nutri System Shake Mix (.64 oz),1
,6074600,envelope (.18 oz),1
,6074800,espresso cup (2 fl oz),1
,6074900,extra large egg(s),1
,6074901,extra large,1
,6075000,"extra large (1-5/8"" across)",1
,6075200,"extra large (5"" across)",1
,6075300,"extra large bar (32 squares, 8 oz)",1
,6075400,extra large egg(s),1
,6075401,extra large,1
,6075402,portion with 1 extra large egg,1
,6075500,"extra large muffin (3-1/2"" across)",1
,6075600,"extra large stick (6-1/2"" long)",1
,6075900,extra-large shrimp,1
,6076100,fast food order,1
,6076101,restaurant order,1
,6076200,fast food package,1
,6076300,fig,1
,6076400,fig with liquid,1
,6076600,"fillet (4-3/8"" x 1-3/4"" x 1/4"")",1
,6076700,"fillet (5"" x 2-1/2"" x 3/8"")",1
,6076800,"fillet (5-1/4"" x 2"" x 3/8"")",1
,6076900,"fillet (6"" x 2-1/2"" x 3/8"")",1
,6077000,"fillet (6-1/2"" x 4"" x 3/8"")",1
,6077100,"fillet (6-1/4"" x 2-1/2"" x 3/8"")",1
,6077300,"fillet (6-1/4"" x 3-1/2"" x 3/4"")",1
,6077400,"fillet (6-1/4"" x 3-1/2"" x 3/8"")",1
,6077600,"fillet (6-1/4"" x 4"" x 3/8"")",1
,6077700,"fillet (7-1/4"" x 4-1/4"" x 3/8"")",1
,6077900,sandwich,1
,6078100,flauta,1
,6078200,floweret,1
,6078400,foot,1
,6078500,foot long frankfurter roll,1
,6078700,footlong frank,1
,6078900,frankfurter,1
,6079300,frankfurter with cheese on bun,1
,6079400,hot dog with chili,1
,6080000,fritter,1
,6080100,"fritter (1-1/4"" across)",1
,6080200,"fritter (2"" across)",1
,6080300,"fritter (2"" long)",1
,6080400,"fritter (2-1/2"" long x 1-5/8"" wide)",1
,6080600,"fritter (2-1/2"" x 2-1/2"" x 1/4"")",1
,6080800,"fritter (3"" x 3"" x 1/2"")",1
,6080900,"fritter (3-1/2"" x 3-1/2"")",1
,6081200,frozen slice,1
,6081300,kiwi,1
,6081301,passion fruit,1
,6081302,peach,1
,6081303,pear,1
,6081305,cherry,1
,6081398,watermelon,1
,6081399,pineapple,1
,6081400,"fruit (2"" across)",1
,6081500,"nectarine (2-1/2"" across)",1
,6081600,"fruit (2-1/8"" across)",1
,6081700,"fruit (2-3/8"" across)",1
,6082100,fudge stick,1
,6082200,fun size bar,1
,6082201,fun size bar (0.6 oz),1
,6082300,fun size package,1
,6082301,fun size package (.7 oz),1
,6082700,chicken gizzard,1
,6082800,turkey gizzard,1
,6082900,gold fish,1
,6083300,"grape, seedless",1
,6083400,"grape, with seeds",1
,6083500,green banana,1
,6083600,common guava,1
,6083700,strawberry guava,1
,6083800,gyro,1
,6083900,half,1
,6083901,peach half,1
,6083902,pear half,1
,6083903,apricot half,1
,6084000,half with liquid,1
,6084100,"hallaca (5-3/4"" x 2-1/2"" x 1/2"")",1
,6084200,ham and cheese muffin,1
,6084300,ham hock,1
,6084400,hamburger,1
,6084500,hamburger or sandwich roll,1
,6084700,hamburger or hot dog bun,1
,6085200,heart,1
,6085300,"heart (3-1/4"" long)",1
,6085400,hen (1-1/4 lb),1
,6085500,hen (1-1/4 lb),1
,6085700,"homemade S'mores (2-3/8"" x 2-3/8"")",1
,6086000,hush puppy,1
,6086100,Ice cream nugget,1
,6086300,individual box (2 oz),1
,6086400,individual cake,1
,6086500,"individual cake (3-1/2"" x 3-1/2"" x 1"")",1
,6086600,individual cake,1
,6086700,individual cheesecake,1
,6086800,individual container,1
,6086801,teaspoon (individual container),1
,6086900,individual container,1
,6087000,"individual dessert shell or shortcake (3"" across)",1
,6087100,individual loaf,1
,6087200,individual package,1
,6087400,"individual package (2 oz package with 2 3"" bars)",1
,6087500,"individual package (two 3-1/4"" bars)",1
,6087600,individual packet,1
,6087700,individual pie,1
,6087800,individual quiche,1
,6087900,individual portion,1
,6088300,"injera (12"" across)",1
,6089400,jar (5 oz),1
,6089401,jar (24 oz),1
,6089402,jar (45 oz),1
,6089411,jar (16 oz.),1
,6089412,jar (26 oz.),1
,6089413,jar (28 oz.),1
,6090500,jigger (1.5 fl oz),1
,6090600,jumbo egg(s),1
,6090700,"jumbo (6"" across)",1
,6090800,jumbo egg(s),1
,6090900,jumbo link,1
,6091000,jumbo shell,1
,6091100,jumbo shrimp,1
,6091200,beef kidney,1
,6091300,king crab leg,1
,6091400,King size bar (4 oz),1
,6091600,knish,1
,6091700,"fruit (1"" across)",1
,6091800,"ladyfinger (3"" x 1-1/8"" x 1"")",1
,6091900,large,1
,6091901,large (19 fl oz),1
,6091902,large (20 fl oz),1
,6091903,large (5 oz),1
,6091904,large clam,1
,6091905,large egg(s),1
,6091906,large potato,1
,6091907,large shake (30 fl oz),1
,6092000,"large (1"" to 1-1/4"" across)",1
,6092100,"large (1-3/8"" across)",1
,6092200,"large (11-1/2"" long)",1
,6092400,"biscuit (2-1/2"" across)",1
,6092401,"large (2-1/2"" across)",1
,6092500,"large (2-1/4"" x 1-1/4"" x 3/4"")",1
,6092600,"large (2-3/4"" across)",1
,6092800,"large (3-3/4"" long, 3"" across)",1
,6092900,"large whole (3"" across)",1
,6093000,"large (3"" to 4-1/4"" across)",1
,6093200,"large (3-1/16"" across)",1
,6093300,"large (3-1/2"" to 4"" across)",1
,6093400,"large (3-1/2"" to 4"" across)",1
,6093500,"large (3-1/4"" across)",1
,6093600,"large pickle (4"" long)",1
,6093700,"large (4-1/2"" across)",1
,6093800,"large (4-1/2"" long)",1
,6093900,"large (5-3/4"" long x 3-1/4"" across)",1
,6094100,large clam,1
,6094200,large chop (about 2-2/3 per pound),1
,6094300,large chop (about 2-2/3 per pound),1
,6094400,large (6 per 12 oz package),1
,6094500,"large (6-1/2"" across)",1
,6094501,"large (6"" - 7"" across)",1
,6094600,"large (7"" long)",1
,6094700,"large carrot (7-1/4"" to 8-1/2"" long)",1
,6094800,large chop (2 per pound),1
,6094900,large chop (2 per pound),1
,6095000,"large cucumber (8-1/4"" long)",1
,6095100,large (2 per pound),1
,6095200,large (2 per pound),1
,6095300,"large (9"" long)",1
,6095500,"large (3-1/2"" to 4"" across)",1
,6095600,"large (7"" across)",1
,6095700,large (include Kaiser),1
,6096200,"large (10"" across)",1
,6096400,large Chimichanga,1
,6096500,large Frosty,1
,6096800,large apple,1
,6096900,large  ,1
,6097300,large back,1
,6097500,"large bar (21 squares, 4 oz)",1
,6097700,"bar (24 squares, 6 oz)",1
,6097800,bar (6 oz),1
,6097801,large bar (6 oz),1
,6098000,large biscuit (Hungry Jack),1
,6098500,large burrito,1
,6098700,large can (25.25 oz),1
,6098800,large carp,1
,6098900,large catfish,1
,6099000,"large chappatti or roti (8"" across)",1
,6099100,large clam,1
,6099200,large cone,1
,6099400,large croaker or spot,1
,6099500,large cut (3 ribs),1
,6099600,large cut (3 ribs),1
,6099700,large scoop,1
,6099800,"large (3-5/8"" across)",1
,6099900,"large (3-1/2"" to 4"" across)",1
,6100000,"large (4-1/4"" across)",1
,6100300,large drumstick,1
,6100400,large drumstick,1
,6100500,large drumstick,1
,6100600,large drumstick,1
,6100700,large,1
,6100800,"large ear (7-3/4"" to 9"" long)",1
,6100900,large egg(s),1
,6100901,portion with 1 large egg,1
,6101200,large fast food cone,1
,6101300,large fast food order,1
,6101301,large fast food order (16 fl oz),1
,6101400,"large fillet (7"" x 2-1/4"" x 1/4"")",1
,6101500,large flounder,1
,6101600,large globe,1
,6101700,large haddock,1
,6102000,large head,1
,6102400,large herring,1
,6102500,large leaf,1
,6102600,large leg,1
,6102700,large leg,1
,6102800,large leg,1
,6102900,large leg,1
,6103100,large lobster (4 lb live weight),1
,6103300,large meatball,1
,6103600,"large muffin (3-1/4"" across)",1
,6103700,large mullet,1
,6103800,large mussel,1
,6103900,large or thick slice,1
,6104000,"large (7"" across)",1
,6104200,large patty,1
,6104300,large patty (3 per pound),1
,6104400,large patty with gravy,1
,6104500,large (2 per pound),1
,6104600,"large pepper (3-3/4"" long, 3"" across)",1
,6104700,large perch,1
,6105200,large piece with sauce,1
,6105300,"large pita (6-1/2"" across)",1
,6105500,large porgy,1
,6105600,large rectangle (2 squares),1
,6105700,large rib,1
,6105800,large rib,1
,6105900,"large (3-1/2"" across)",1
,6106000,large round Moon Cake,1
,6106100,large round,1
,6106200,"large cookie (3-1/2"" to 4"" across)",1
,6106300,"large sandwich cookie (3-1/2"" to 4"" across)",1
,6106400,"large sandwich cookie (3-1/2"" to 4"" across)",1
,6106500,"large cookie (3-1/2"" to 4"" across)",1
,6106600,"large sandwich cookie (3-1/2"" to 4"" across)",1
,6106700,large scoop,1
,6106800,large shrimp,1
,6106900,large slice,1
,6107000,"large slice (1/4"" thick)",1
,6107100,"large slice (4-1/2"" x 3-1/4"" x 3/4"")",1
,6107200,"large slice (5"" x 2-1/2"" x 1"")",1
,6107700,large square Moon Cake,1
,6107800,"large stalk (11"" - 12"" long)",1
,6108000,large steak,1
,6108100,large steak,1
,6108200,"large stick (7-1/2"" long)",1
,6108300,"large stick (5-3/8"" long)",1
,6108400,large stick or slice,1
,6108500,"strip or stick (3"" long)",1
,6108600,large submarine or hoagie roll,1
,6109100,large thigh,1
,6109200,large thigh,1
,6109300,large thigh,1
,6109400,large thigh,1
,6109500,"large tortilla (10"" across)",1
,6109600,"large tortilla (8"" across)",1
,6109700,large tostone,1
,6109800,large trout,1
,6109900,large waffle cone,1
,6110000,large wedge (1/8 of large melon),1
,6110300,large wing,1
,6110400,large wing,1
,6110500,large wing,1
,6110600,"large gherkin (3"" long)",1
,6110700,"large, breaded (2 per pound)",1
,6110800,"large, breaded (2 per pound)",1
,6110900,large,1
,6111300,lasagna noodle,1
,6111301,lasagna sheet,1
,6111400,lau lau,1
,6111500,"pound, in shell",1
,6111501,pound,1
,6111502,"pound, boneless",1
,6111503,"pound, with bone",1
,6111504,"pound, shucked",1
,6111505,"pound, crab meat",1
,6111600,leaves,1
,6111700,"leaf, endive",1
,6111800,"leaf, escarole",1
,6111900,"leaf, romaine",1
,6112000,leek,1
,6112200,leg (drumstick and thigh),1
,6112300,leg (drumstick and thigh),1
,6112400,leg,1
,6112600,crab claw,1
,6113200,link,1
,6113201,link (3 oz),1
,6113400,link (1 oz before cooking),1
,6113500,"link (3-1/4"" long)",1
,6113700,"link (4"" long x 1-1/2"" across)",1
,6113800,"link (4"" long x 1-1/8"" across)",1
,6113900,"link (4"" long)",1
,6114000,"1 link (5"" long)",1
,6114100,"1 link (7"" long)",1
,6114300,link,1
,6114400,link with sauce,1
,6114600,link,1
,6114601,link (1 oz before cooking),1
,6114800,Little Debbie Delight,1
,6114900,"Little Debbie Dutch Apple (4-1/4"" x 2-1/8"" x 5/8"")",1
,6115100,"little link (2"" long x 3/4"" across)",1
,6115200,chicken liver,1
,6116200,lobster,1
,6116201,"ounce(s), lobster meat",1
,6116202,"pound, lobster meat",1
,6116300,lobster tail,1
,6116900,"log (3"" x 1/2"" across)",1
,6117100,lollipop (.5 oz),1
,6117600,"twist (4-1/2"" long)",1
,6117700,"twist (5-1/4"" long)",1
,6117800,"lump, 2 cubes",1
,6117900,lychee,1
,6118000,lychee with liquid,1
,6118200,malasadas,1
,6118300,manapua,1
,6118400,mango,1
,6118500,manicotti,1
,6118600,matzo (1 oz),1
,6118601,matzo (1.1 oz),1
,6118700,matzo ball,1
,6118800,meal,1
,6118900,meal (10 oz),1
,6119000,meal (10.25 oz),1
,6119100,meal (10.5 oz),1
,6119200,meal (10.75 oz),1
,6119300,meal (11 oz),1
,6119400,meal (11.25 oz),1
,6119500,meal (11.5 oz),1
,6119600,meal (11.75 oz),1
,6119700,meal (12 oz),1
,6119900,meal (12.4 oz),1
,6120000,meal (12.5 oz),1
,6120100,meal (12.75 oz),1
,6120400,meal (14 oz),1
,6120500,meal (15 oz),1
,6120600,meal (15.5 oz),1
,6120900,meal (16.5 oz),1
,6121100,meal (17.75 oz),1
,6121200,meal (18.5 oz),1
,6121500,meal (5.2 oz),1
,6121600,meal (5.25 oz),1
,6121800,meal (6 oz),1
,6121900,meal (6.25 oz),1
,6122000,meal (6.5 oz),1
,6122100,meal (6.75 oz),1
,6122200,meal (6.80 oz),1
,6122500,meal (8 oz),1
,6122700,meal (8.5 oz),1
,6122800,meal (8.75 oz),1
,6122900,meal (9 oz),1
,6123000,meal (9.1 oz),1
,6123100,meal (9.125 oz),1
,6123200,meal (9.25 oz),1
,6123300,meal (9.5 oz),1
,6123500,meal (9.75 oz),1
,6123600,meatball,1
,6123700,meatball with sauce,1
,6123800,medium,1
,6123801,medium (1.5 oz),1
,6123802,medium (16 fl oz),1
,6123803,medium carrot,1
,6123804,medium clam,1
,6123805,medium cupcake (1.5 oz),1
,6123806,medium egg(s),1
,6123807,medium potato,1
,6123808,medium shake (20 fl oz),1
,6123900,"medium (2-3/4"" across)",1
,6124000,"medium (1-1/2"" x 3/4"" x 5/8"")",1
,6124100,"medium (1-1/4"" across)",1
,6124200,"medium (1-3/4"" across)",1
,6124500,"medium potato (5"" long)",1
,6124600,"biscuit (2"" across)",1
,6124700,"medium (2"" across)",1
,6124800,"medium potato (5"" long)",1
,6124900,"medium (2-1/2"" across)",1
,6124901,"medium roll (2-1/2"" across)",1
,6125100,"medium (2-1/4"" across)",1
,6125200,"medium (2-1/4"" to 3"" across)",1
,6125201,"medium (2-1/4"" to 3-1/4"" across)",1
,6125300,portion (made from 1 medium potato),1
,6125400,"medium whole (2-3/5"" across)",1
,6125500,"medium (2-3/8"" across)",1
,6125600,"medium (2-5/8"" across)",1
,6125800,"medium (3-3/4"" across)",1
,6125900,"medium pickle (3-3/4"" long)",1
,6126000,"medium (3-5/8"" long)",1
,6126100,"medium (3/4"" to 1"" across)",1
,6126400,"medium (4-1/8"" long)",1
,6126600,medium chop (about 3-1/4 per pound),1
,6126700,medium chop (about 3-1/4 per pound),1
,6126800,"medium (5-1/4"" long)",1
,6126900,"medium (5-1/8"" long x 3"" across)",1
,6127000,medium chop (3 per pound),1
,6127100,medium chop (3 per pound),1
,6127500,medium (2-1/2 per pound),1
,6127600,medium (2-1/2 per pound),1
,6127800,medium chop ( 2-1/4 per pound),1
,6127900,medium chop ( 2-1/4 per pound),1
,6128000,"medium (8"" long)",1
,6128200,"medium (2"" - 2-1/2"" across)",1
,6128300,"medium (2"" across)",1
,6128400,"medium (2-3/4"" long, 2-1/2"" across)",1
,6128500,"medium (approx 2-5/8"" across)",1
,6128600,"medium (5"" across)",1
,6128601,"medium (5-1/4"" across)",1
,6128900,medium,1
,6129000,"medium (2-5/8"" across)",1
,6129300,medium Chimichanga,1
,6129400,medium Frosty,1
,6129700,medium apple,1
,6129800,medium  ,1
,6130200,medium back,1
,6130201,back,1
,6130400,"medium bar (2"" square)",1
,6130500,"medium bar (2"" x 1-1/4"" x 1"")",1
,6130800,medium blue crab,1
,6130900,medium bream,1
,6131100,medium burrito,1
,6131300,medium can (15 oz),1
,6131400,medium carp,1
,6131500,medium catfish,1
,6131600,"medium chappatti or roti (7"" across)",1
,6131700,"medium cookie (1-1/2"" across)",1
,6131800,"medium cookie (1-3/4"" across)",1
,6131900,"medium cookie (1-5/8"" across)",1
,6132000,"medium cookie (2"" across)",1
,6132100,"medium cookie (2-1/2"" across)",1
,6132200,"medium cookie (2-1/4"" across)",1
,6132300,"medium cookie (2-1/8"" across)",1
,6132400,"medium cookie (2-3/4"" across)",1
,6132700,medium crab,1
,6132900,medium crappie,1
,6133000,medium croaker or spot,1
,6133400,medium scoop,1
,6133500,medium scoop,1
,6133600,"medium (3-1/4"" across)",1
,6133700,"medium (3-3/4"" across)",1
,6134000,medium drumstick,1
,6134100,medium drumstick,1
,6134200,medium drumstick,1
,6134300,medium drumstick,1
,6134301,chicken leg (drumstick),1
,6134400,medium,1
,6134500,"medium ear (6-3/4"" to 7-1/2"" long)",1
,6134600,medium egg(s),1
,6134601,portion with 1 medium egg,1
,6134700,medium egg (4 oz),1
,6134900,"medium fillet (5"" x 1-3/4"" x 1/4"")",1
,6135000,medium flounder,1
,6135100,medium globe,1
,6135200,medium haddock,1
,6135600,medium head,1
,6136000,medium herring,1
,6136200,medium leaf,1
,6136300,medium leg,1
,6136400,medium leg,1
,6136500,medium leg,1
,6136600,medium leg,1
,6136601,chicken leg,1
,6136800,medium lobster (2.5 lb live weight),1
,6136900,medium meatball,1
,6137100,medium menpachi,1
,6137200,medium mullet,1
,6137300,medium mussel,1
,6137400,"medium (5"" across)",1
,6137500,medium patty,1
,6137600,medium patty (4 per pound),1
,6137800,medium patty with gravy,1
,6137900,medium (2-21/2 per pound),1
,6138000,"medium pepper (2-3/4"" long, 2-1/2"" across)",1
,6138100,medium perch,1
,6138200,medium piece,1
,6138700,medium piece with sauce,1
,6138800,"medium pita (5-1/4"" across)",1
,6139000,medium porgy,1
,6139100,medium rib,1
,6139200,medium rib,1
,6139300,"medium (1-1/2"" across, 1-1/2"" thick)",1
,6139400,"medium steak (5/8"" thick)",1
,6139500,"medium cookie (1-3/4"" across)",1
,6139600,medium scoop,1
,6139700,medium shrimp,1
,6139800,medium slice,1
,6139801,medium slice (1 oz),1
,6139900,medium slice (1 oz),1
,6140000,"medium slice (1/4"" thick)",1
,6140100,"medium slice (1/8"" thick)",1
,6140200,medium slice (1 oz),1
,6140300,"medium slice (4-1/2"" across x 1/8"" thick)",1
,6140500,"medium slice (4-3/4"" x 4"" x 1/2"")",1
,6140600,"medium slice (2"" x 1-1/2"" x 1/4"")",1
,6140700,"medium slice (3"" across x 1/4"" thick)",1
,6140701,medium slice,1
,6140800,"medium slice (3"" x 2"" x 1/4"")",1
,6140900,medium slice,1
,6140901,"medium slice (4-1/2"" x 2-1/2"" x 1/4"")",1
,6141000,medium slice,1
,6141200,medium prepackaged slice (1.5 oz),1
,6141300,medium slurpee (16 fl oz cup),1
,6141400,medium snapper,1
,6141800,"medium stalk (7-1/2"" - 8"" long)",1
,6142000,medium steak,1
,6142100,medium steak,1
,6142200,"medium stick (6-3/4"" long)",1
,6142300,"medium stick (4-3/4"" long)",1
,6142400,medium stick or slice,1
,6142600,medium submarine or hoagie roll,1
,6143100,medium thigh,1
,6143200,medium thigh,1
,6143300,medium thigh,1
,6143400,medium thigh,1
,6143401,chicken thigh,1
,6143500,"medium tortilla (6"" across)",1
,6143600,"tortilla (8"" across)",1
,6143700,"medium tostone (4"" x 2-1/2"" x 1/4"")",1
,6143800,medium trout,1
,6144000,"medium wafer or rosette (4-1/2"" across)",1
,6144100,medium wedge (1/8 of medium melon),1
,6144400,medium wing,1
,6144500,medium wing,1
,6144600,medium wing,1
,6144601,chicken wing,1
,6144700,"medium gherkin (2-3/4"" long)",1
,6144800,"medium, breaded (2-1/2 per pound)",1
,6144900,"medium, breaded (2-1/2 per pound)",1
,6145000,melba round,1
,6145400,"melon (9-3/8"" long)",1
,6145500,meringue,1
,6145700,midgee roll or piece,1
,6145800,"midget gherkin (2-1/8"" long)",1
,6145900,milkshake (10 fl oz),1
,6146000,mini croissant,1
,6146100,"mini (1-1/2"" across)",1
,6146200,doughnut hole,1
,6146400,"mini round (1-3/4"" across)",1
,6146500,"mini square (1-1/2"" square)",1
,6146700,miniature,1
,6146701,miniature (1 oz),1
,6146702,miniature sandwich,1
,6146900,"miniature (3"" across)",1
,6147000,miniature Napoleon,1
,6147100,miniature bar,1
,6147101,minis bar,1
,6147102,piece or miniature bar,1
,6147200,miniature bar (.35 oz),1
,6147201,miniature bar (.4 oz),1
,6147400,miniature box (.5 oz),1
,6147600,miniature cream puff,1
,6147700,miniature cup,1
,6147800,miniature egg roll,1
,6147900,miniature hamburger,1
,6148100,"pizza (5"" across)",1
,6148200,miniature egg roll,1
,6148201,miniature roll,1
,6148300,miniature samosa,1
,6148400,miniature sandwich,1
,6148500,miniature taco,1
,6148600,mint,1
,6149100,muffin,1
,6149300,"muffin (2-3/4"" across) (include Jenny's Cuisine)",1
,6149400,"medium muffin (2-3/4"" across)",1
,6149500,muffin (McDonald's Apple Bran),1
,6149700,mug (8 fl oz),1
,6149800,mussel,1
,6149900,mussel with sauce,1
,6150500,neck,1
,6150600,neckbone,1
,6150700,necklace (.75 oz),1
,6150800,nugget,1
,6150801,cheese nugget,1
,6150802,nugget or miniature bar,1
,6150900,nut,1
,6150901,lychee nut,1
,6151200,"fillet (4-1/2"" x 2-1/4"" x 3/8"")",1
,6151300,fast food order,1
,6151301,order,1
,6151400,order (10 halves),1
,6151600,oval,1
,6151700,"oval patty (approx 3"" x 1-1/2"" x 1/2"")",1
,6151800,"oval patty (approx 4-1/2"" x 2-1/4"" x 1/2"")",1
,6151900,oyster,1
,6151901,"oyster, medium",1
,6152000,oyster cracker,1
,6152300,oyster,1
,6152400,Pacific oyster,1
,6152500,Pacific oyster,1
,6152800,package,1
,6152801,package (1.5 oz),1
,6152802,package (14 oz),1
,6152803,package (16 oz),1
,6152804,package (20 oz),1
,6152805,package (30 oz),1
,6152806,package (12 oz),1
,6153100,ounce,1
,6153300,large peppermint pattie (1.4 oz),1
,6153600,package (1.6 oz),1
,6153700,package (1.7 oz),1
