Action,portion_code,portiondesc,Active
,6153800,package (1.7 oz),1
,6154000,package,1
,6154100,"package (1.89 oz, 2 bars)",1
,6154200,package (1.9 oz),1
,6154800,"package (2.06 oz, 2 bars)",1
,6155200,package (2.5 oz),1
,6155500,"package (3 oz), prepared",1
,6155700,package (4 oz),1
,6156000,package (4.75 oz),1
,6156800,"package, Jenny's Cuisine Mexican Style Sauce with Chicken Enchiladas",1
,6156900,package Twix Chocolate Fudge Cookie Bars (1.6 oz),1
,6157000,package Twix Cookies-n-Creme Bars (1.6 oz),1
,6157200,"package, prepared",1
,6157300,packet,1
,6157301,packet (0.95 oz),1
,6157302,tube (8 pieces),1
,6157600,"packet (1 oz), prepared",1
,6157900,packet (2/3 tablespoon),1
,6158000,packet dry mix with milk,1
,6158200,packet dry mix with milk,1
,6158500,"fruit-flavored packet, prepared",1
,6158600,packet (D.E.L.T.A),1
,6158800,"packet dry mix, prepared with water",1
,6158900,"packet dry mix, prepared with water",1
,6159100,"packet, prepared",1
,6159300,"packet, prepared",1
,6159400,"packet, prepared",1
,6159500,pad,1
,6159600,pair,1
,6159700,pakora,1
,6160000,pan or dinner roll,1
,6160200,pancake,1
,6160800,"potato pancake (2-3/4"" across, 1/8"" thick)",1
,6160900,"small (3"" across)",1
,6161100,"potato pancake (3-1/4"" x 3-5/8"" x 1/4"" thick)",1
,6161200,"pancake (4"" across)",1
,6161400,"medium (5"" across)",1
,6161800,"large (7"" across)",1
,6162400,potato pancake (frozen),1
,6162500,panzerotti,1
,6162900,pastry,1
,6163000,"extra large (8"" across)",1
,6163100,pat (teaspoon),1
,6163200,pat (teaspoon),1
,6163300,patty,1
,6163301,patty (2.7 oz),1
,6163500,"patty (3"" across, 1/2"" thick)",1
,6163600,"patty (3"" to 3-1/2"" across)",1
,6163800,patty (4 per pound),1
,6163900,"filet (4"" x 2"" x 1/2"")",1
,6164000,"patty (2"" across)",1
,6164100,"patty (2-1/4"" across)",1
,6164200,patty,1
,6164300,patty shell,1
,6164500,patty,1
,6164600,half,1
,6164700,peanut,1
,6164701,Circus Peanut,1
,6164800,peanut cluster,1
,6165000,pearl onion,1
,6165001,onion,1
,6165002,whole mushroom,1
,6165100,pecan swirl,1
,6165200,pepper,1
,6165201,large chili pepper,1
,6165400,"fillet (4"" x 2"" x 3/8"")",1
,6165500,"fillet (4-1/4"" x 2-1/2"" x 3/8"")",1
,6165600,"fillet (4-1/4"" x 2-1/4"" x 3/8"")",1
,6165700,"persimmon (2-1/2"" across x 3-1/2"" high)",1
,6165800,leg (drumstick and thigh),1
,6165900,fried pie,1
,6165901,pie,1
,6166100,16-ounce pie (Hungry Man),1
,6166300,"8-ounce pie (4""-5"" across)",1
,6166400,"pie (8"" across)",1
,6166500,"pie (9"" across)",1
,6166701,almond,1
,6166702,caramel cream,1
,6166703,Ferrero Rocher hazelnut chocolate,1
,6166704,fun size bar,1
,6166705,Goo Goo Cluster,1
,6166706,Hershey's kiss,1
,6166707,Hershey's nugget,1
,6166708,jelly bean,1
,6166709,large piece,1
,6166710,medium piece,1
,6166711,mint leaves,1
,6166712,nonpareils,1
,6166713,piece,1
,6166714,piece (0.1 oz),1
,6166715,piece (0.2 oz),1
,6166716,piece or miniature bar,1
,6166717,"piece, Sugar Babies",1
,6166718,praline (2 oz),1
,6166719,puff,1
,6166720,small piece,1
,6166721,small piece or mint,1
,6166722,stick,1
,6167000,snack size box or peppermint pattie,1
,6167100,"piece, boneless (1-1/2"" x 1"")",1
,6167200,"piece (1-3/4"" x 1-1/4"" x 1/2"")",1
,6167300,"piece (1-3/4"" x 7/8"" x 1/2"")",1
,6167400,"piece (1-7/8"" x 1-1/2"" x 3/4"")",1
,6167600,piece (1/10 of 1-layer cake),1
,6167700,piece (1/10 of 1-layer cake),1
,6167701,"piece (1/10 of 8"" cake)",1
,6167800,piece (1/10 of 1-layer cake),1
,6167900,piece (1/10 of 1-layer cake),1
,6167901,"piece (1/10 of 8"" square cake)",1
,6168000,piece (1/10 of 1-layer cake),1
,6168100,piece (1/10 of cake),1
,6168200,piece (1/10 of loaf),1
,6168300,piece (1/10 of roll),1
,6168301,piece (1/10 of jelly roll),1
,6168400,"piece (1/12 of 10"" tube cake)",1
,6168401,piece (1/12 of bundt cake),1
,6168402,piece (1/12 of tube cake),1
,6168500,piece (1/12 of 2-layer cake),1
,6168600,piece (1/12 of 2-layer cake),1
,6168700,piece (1/12 of 3-layer cake),1
,6168800,"piece (1/12 of 7"" tube cake)",1
,6168900,piece (1/12 of cake),1
,6169000,"piece (1/12 of 8"" cake)",1
,6169001,"piece (1/12 of 8"" square)",1
,6169100,"piece (1/12 of 8-1/2"" cake)",1
,6169200,"piece (1/12 of 9"" cake)",1
,6169300,"piece (1/12 of 9"" square)",1
,6169400,piece (1/12 of torte),1
,6170000,"piece (2-1/2"" x 4)",1
,6170100,piece (1/6 of pie),1
,6170200,"piece (1/6 of 9"" x 13"" pan)",1
,6170400,"slice (1/8 of 11-1/2"" pie)",1
,6170600,"piece (3-1/2"" x 3"")",1
,6170700,"piece (1/8 of 8"" across)",1
,6170800,"piece (1/8 of 9"" across x 3/4"" pone)",1
,6170900,"piece (1/8 of 9"" pie)",1
,6170901,"piece (1/8 of 9"" across)",1
,6170902,"piece (1/8 of 9"" quiche)",1
,6170903,"piece (1/8 of 9"" tart)",1
,6171000,"piece (1/8 of 9"" pie)",1
,6171100,piece (1/8 of whole),1
,6171200,"piece (2"" long x 1-5/8"" across)",1
,6171300,"piece (2"" x 2"" x 1-1/2"")",1
,6171400,"piece (2"" x 2"" x 1/2"")",1
,6171500,"piece (2-1/2"" long)",1
,6171600,"piece (2-1/2"" x 2"" x 1"")",1
,6171700,"piece (2-1/2"" x 2-1/2"" x 1-1/2"")",1
,6171800,"piece (2-1/2"" x 2-3/4"" x 1"")",1
,6172000,"piece (3"" x 2"" x 1"")",1
,6172100,"piece (3-1/4"" x 2"" x 1"")",1
,6172200,"piece (3-3/4"" x 1-3/4"" x 1/8"")",1
,6172300,"piece or stick (4"" x 1"" x 3/4"")",1
,6172400,"piece (4"" x 2"" x 1-3/4"")",1
,6172500,"piece (4"" x 2"" x 1/2"")",1
,6172700,"piece (4-1/2"" x 2-1/4"" x 7/8"")",1
,6172900,"piece (5"" x 7/8"" x 1-1/8"")",1
,6173000,"piece (5-1/2"" x 1-1/2"" x 1/2"")",1
,6173100,"piece (6"" across)",1
,6173200,"piece (7"" across)",1
,6173300,"piece (8"" across)",1
,6173500,"piece (2"" - 2-1/2"" square)",1
,6173600,small piece,1
,6173800,piece Jack-in-the-Box Double Fudge Cake,1
,6174100,piece with sauce,1
,6174200,patty with sauce and cheese,1
,6174300,piece (1-inch cube),1
,6174500,"piece, without seeds",1
,6174600,pierogi,1
,6174700,pig in blanket,1
,6174800,pig tail,1
,6175100,sandwich,1
,6175200,"pizza (10"" across)",1
,6175600,"pizza (9"" across)",1
,6175601,"medium crust (9"" across)",1
,6175602,"large crust (10"" across)",1
,6175603,mini crust,1
,6175900,plantain,1
,6176100,plum,1
,6176200,"plum (2-1/8"" across)",1
,6176300,plum tomato,1
,6176400,plum with liquid,1
,6176600,pod,1
,6176601,"pods (3"" long)",1
,6176700,"pomegranate (3-3/8"" across)",1
,6177300,Tootsie Roll Pop,1
,6177400,popcorn ball (1 oz),1
,6177600,popover,1
,6177800,pork chop with gravy,1
,6177900,pork chop with sauce,1
,6178000,pot sticker,1
,6178100,pouch,1
,6178101,pouch (0.7 oz),1
,6178102,pouch (0.9 oz),1
,6178200,pouch (0.9 oz),1
,6178400,prawn,1
,6178500,pretzel,1
,6178501,nugget,1
,6178600,"pretzel (1-5/8"" x 1-1/8"" x 1/4"")",1
,6178700,prune,1
,6178900,puff,1
,6179100,punch cup (4 fl oz),1
,6179200,"puri (approx 4-4/5"" dia)",1
,6179300,push up (3 fl oz),1
,6179400,quail,1
,6179500,"quart, in shell",1
,6179501,quart (4 cups),1
,6179600,quesadilla,1
,6180100,rabbit,1
,6180300,rectangular biscuit,1
,6180400,rectangle,1
,6180500,"rectangular patty (approx 3"" x 1-1/2"" x 1/2"")",1
,6180600,"rectangular patty (approx 5-1/2"" x 3-3/4"" x 1/2"")",1
,6180800,"regular (7"" across)",1
,6181000,regular biscuit,1
,6181100,"regular flat can (7.75 oz), drained",1
,6181200,regular samosa,1
,6181300,regular slice,1
,6181600,rib,1
,6181700,rib,1
,6181900,rib with sauce,1
,6182000,ring,1
,6182100,"slice or ring (3"" across 1/4"" thick)",1
,6182200,"rod (7-1/2"" x 1/2"" across)",1
,6182300,roll,1
,6182301,fun size,1
,6182302,"roll (1.8 oz), Sweet Tarts",1
,6182500,roll (1.3 oz),1
,6182900,roll,1
,6183100,roll (2.3 oz),1
,6183200,"roll (4-1/4"" x 1-1/2"" dia)",1
,6183300,roll with sauce,1
,6183400,roll-up,1
,6183700,round biscuit,1
,6184000,round,1
,6184100,"round (1-1/2"" across)",1
,6184400,"round (10"" across)",1
,6184500,"round (4"" across)",1
,6184600,"round (4-1/2"" across)",1
,6184700,"round (7"" across)",1
,6184800,"round (8"" across)",1
,6185000,rusk,1
,6185100,salad,1
,6185300,sandwich,1
,6185301,cookie,1
,6185302,cracker,1
,6185303,submarine sandwich,1
,6185400,sandwich,1
,6185500,"sandwich (6"")",1
,6185600,"cookie (1"" - 1-1/2"" across)",1
,6185601,"medium coookie (1"" - 1-1/2"" across)",1
,6185602,"medium sandwich cookie (1"" - 1-1/2"" across)",1
,6185700,sandwich steak,1
,6185800,oval cookie,1
,6185801,Vienna finger,1
,6185900,oval or peanut-shaped sandwich cookie,1
,6186000,oval cookie,1
,6186001,Pepperidge Farm Milano,1
,6186100,"round cookie (1"" - 1-1/2"" across)",1
,6186101,"round sandwich cookie (1"" - 1-1/2"" across)",1
,6186200,Pepperidge Farm Brussels Mint,1
,6186201,"round cookie (1"" - 1-1/2"" across)",1
,6186700,"sardine (5"" long)",1
,6186800,sausage,1
,6186900,"sausage (10"" long x 1-1/4"" across)",1
,6187000,"sausage (10-1/4"" long  x 1-3/8"" across)",1
,6187100,"sausage (7/8"" across x 2"" long)",1
,6187200,scallop,1
,6187201,"scallop, large",1
,6187202,"scallop, small",1
,6187300,"scallop (2"" x 1-1/4"" x 3/4"")",1
,6187400,scone,1
,6187500,scoop (1.2 oz),1
,6187600,scoop (1.1 oz),1
,6188000,scooter pie,1
,6188100,"scup fillet (4-1/2"" x 2"" x 3/8"")",1
,6188200,"scup fillet (4-1/2"" x 2-1/4"" x 3/8"")",1
,6188300,section,1
,6188600,medium piece,1
,6188900,section or slice,1
,6188901,slice,1
,6189400,portion (1 whole breast),1
,6189500,"portion (1/2 chayote, 4-1/2"" x 3-1/2"" x 1-1/2"", no shell)",1
,6189700,portion (1/2 plantain with syrup),1
,6189800,dinner (12 oz),1
,6190100,portion (2 pieces with sauce),1
,6190500,"portion (lettuce, 1 cup diced pineapple, dressing)",1
,6190600,"portion (lettuce, 1 slice of pineapple, cream cheese)",1
,6190700,"portion (lettuce, 1/2 pear, dressing)",1
,6190900,"shell (3"" across)",1
,6191000,jumbo shell,1
,6191100,shish kabob,1
,6191300,shrimp,1
,6191400,shrimp with sauce,1
,6191500,bar or stick,1
,6191600,bar or stick,1
,6191800,side dish (4.5 oz),1
,6191900,side salad,1
,6192000,single serving bag (1 oz),1
,6192001,single serving bag (0.75 oz),1
,6192002,single serving bag (1.1 oz),1
,6192003,single serving bag (1.2 oz),1
,6192100,single serving bag (1-3/4 oz),1
,6192200,single serving box,1
,6192201,single serving box (0.6 oz),1
,6192202,single serving box (0.75 oz),1
,6192203,single serving box (0.85 oz),1
,6192204,single serving box (0.9 oz),1
,6192205,single serving box (1 oz),1
,6192206,single serving box (1.1 oz),1
,6192207,single serving box (1.25 oz),1
,6192208,single serving box (1.4 oz),1
,6192400,single serving box (0.75 oz),1
,6192500,single serving box (0.875 oz),1
,6192600,single serving box (1 oz),1
,6192700,single serving box (1.1 oz),1
,6192800,single serving box (1.25 oz),1
,6192900,single serving box (0.8 oz),1
,6193200,single stick,1
,6193500,crispbread,1
,6193501,piece,1
,6193502,regular slice,1
,6193503,slice,1
,6193504,slice (.75 oz),1
,6193505,slice (.8 oz),1
,6193506,slice (1 oz),1
,6193600,slice (.75 oz),1
,6193700,slice (1 oz),1
,6193800,slice (1 oz),1
,6193900,Weight Watchers slice (1 oz),1
,6194100,"slice (1-3/4"" across x 1/8"" thick)",1
,6194101,"small slice (1-3/4"" across x 1/8"" thick)",1
,6194200,"slice (1-3/8"" across x 1/8"" thick)",1
,6194300,1/2-inch thick slice (2 oz),1
,6194400,"slice (1/2"" thick)",1
,6194600,slice (1/2 oz),1
,6194700,"slice (2"" across x 1/4"" thick)",1
,6194900,"slice (2-1/4"" x 1-3/4"" x 1/4"")",1
,6195000,"slice (2-3/4"" x 1"" x 1/2"")",1
,6195100,"small slice (2-3/4"" x 1-1/4"" x 3/16"")",1
,6195200,"slice (2-3/4"" x 2-1/8"" x 1/4"")",1
,6195300,"small slice (2-7/8"" across x 1/16"" thick)",1
,6195600,"slice (3"" across, 1/2"" thick)",1
,6196100,"thick slice (3-1/2"" across x 3/4"" thick)",1
,6196400,"slice (3-1/4"" x 2-3/4"" x 1/2"")",1
,6196500,"slice (3-1/4"" x 2-3/4"" x 5/8"")",1
,6196700,"slice (3-1/8"" across x 1/16"" thick)",1
,6196800,"slice (3-1/8"" across x 1/4"" thick)",1
,6197000,"slice (3-3/4 x 1-3/4 x 3/4"")",1
,6197100,"slice (3-3/4"" across x 1/8"" thick)",1
,6197200,"slice (3-3/4"" x 2"" x 1/2"")",1
,6197400,slice (1 oz),1
,6197500,"slice (3/4"" thick)",1
,6197600,"slice (4"" across x 1/8"" thick)",1
,6197700,"slice (4"" across x 1/8"" thick)",1
,6197800,"slice (4"" x 1-3/4"" x 1/2"")",1
,6198500,"slice (4-1/4"" x 4-1/4"" x 1/16"")",1
,6198700,"slice (4-1/8"" across x 1/8"" thick)",1
,6198900,slice (1 oz),1
,6199100,"slice (6-1/2"" x 2-3/8"" x 3/8"")",1
,6199200,slice (1 oz),1
,6199300,slice (1 oz),1
,6199400,"slice (7-3/4"" x 3-1/2"" x 3/4"")",1
,6199500,slice of London Broil,1
,6199600,slice of chicken with sauce,1
,6199601,slice with sauce,1
,6199700,slice of turkey with sauce,1
,6199900,slice or roll,1
,6200000,slice or wedge,1
,6200100,slice toast with sauce,1
,6200200,slice with gravy,1
,6200400,slice with liquid,1
,6200500,slice with onions,1
,6200600,slice with sauce,1
,6200700,slice with syrup,1
,6200800,slice,1
,6201000,"slice, cooked",1
,6201100,"slice, crust not eaten",1
,6201200,"slice, loaf shape (5"" x 4-5/8"" x 1/16"")",1
,6201300,"slice, round (2-1/4"" across x 1/8"" thick)",1
,6201400,"slice, snack-size",1
,6201500,small,1
,6201501,small (12 fl oz),1
,6201502,small (2-1/2 oz),1
,6201503,small clam,1
,6201504,small egg(s),1
,6201505,small pickle,1
,6201506,small potato,1
,6201507,small shake (15 fl oz),1
,6201600,"small (2-1/2"" across)",1
,6201700,"small (1"" across)",1
,6201800,"biscuit (1-1/2"" across)",1
,6201801,"small (1-1/2"" across)",1
,6201900,"small (1-1/4"" x 1/2"" x 1/4"")",1
,6202000,"small (1-3/4"" to 2-1/4"" across)",1
,6202200,small (10 per 12 oz package),1
,6202300,small clam,1
,6202400,"small (2 pounds, raw), cooked",1
,6202600,"small (2-1/2"" across)",1
,6202700,"small (2-1/4"" across)",1
,6202701,"small (4-1/4"" across)",1
,6202800,"small whole (2-2/5"" across)",1
,6202900,"small (2-3/8"" across)",1
,6203000,"small (3"" long)",1
,6203001,small,1
,6203100,small chop (4 per pound),1
,6203200,small chop (4 per pound),1
,6203400,"small (4-1/2"" long x 2-3/4"" across)",1
,6203600,"small (4-3/4"" long)",1
,6203700,small (3-1/3 per pound),1
,6203800,small (3-1/3 per pound),1
,6203900,small,1
,6204000,"small carrot (5-3/4"" long or less)",1
,6204100,"small (5-1/2"" long)",1
,6204101,"small carrot (5-1/2"" long)",1
,6204300,small (3 per pound),1
,6204400,small (3 per pound),1
,6204500,"small (6"" long)",1
,6204600,"small cucumber (6-3/8"" long)",1
,6204800,"small (8"" across)",1
,6204900,small Hostess,1
,6205000,small,1
,6205100,small,1
,6205300,Pepperidge Farm Pirouette,1
,6205301,"small (2"" across)",1
,6205900,small Chimichanga,1
,6206100,small Frosty,1
,6206400,small apple,1
,6206500,small  ,1
,6206900,small back,1
,6207200,small box (1.5 oz),1
,6207400,small bream,1
,6207600,small burrito,1
,6207800,small cake,1
,6207900,"small can (3.25 oz), drained",1
,6208000,small can (7 oz),1
,6208100,small carp,1
,6208200,small catfish,1
,6208300,"small chappatti or roti (6"" across)",1
,6208400,small (3-1/3 per pound),1
,6208500,small (3-1/3 per pound),1
,6208600,small clam,1
,6208700,small cone,1
,6208800,small crappie,1
,6208900,small croaker or spot,1
,6209200,small scoop,1
,6209300,"small (2-1/2"" across)",1
,6209400,"small (3"" across)",1
,6209700,small drumstick,1
,6209800,small drumstick,1
,6209900,small drumstick,1
,6210000,small drumstick,1
,6210100,small,1
,6210200,"small ear (5-1/2"" to 6-1/2"" long)",1
,6210300,small egg(s),1
,6210400,small egg (1 oz),1
,6210600,small fast food cone,1
,6210700,"small fillet (2-3/8"" x 1-3/8"" x 1/4"")",1
,6210800,"small fish (2-2/3"" x 1/2"" x 1/4"")",1
,6210900,small flounder,1
,6211000,small globe,1
,6211100,small goblet (4 fl oz),1
,6211200,small haddock,1
,6211800,small herring,1
,6211900,small leaf,1
,6212000,small leg,1
,6212100,small leg,1
,6212200,small leg,1
,6212300,small leg,1
,6212500,small lobster (1 pound live weight),1
,6212700,small meatball,1
,6212900,small menpachi,1
,6213000,"small muffin (2-1/2"" across)",1
,6213100,small mullet,1
,6213200,small mussel,1
,6213300,"small (3"" across)",1
,6213400,small or thin,1
,6213500,small or thin,1
,6213600,small or thin cut chop (5-1/3 per pound),1
,6213700,small or thin cut chop (5-1/3 per pound),1
,6213800,small or thin slice,1
,6214000,"small (3"" across)",1
,6214100,small peppermint pattie,1
,6214200,small patty,1
,6214300,small patty (5 per pound),1
,6214400,small patty (5 per pound),1
,6214500,small patty with gravy,1
,6214600,small (3 per pound),1
,6214700,small pepper,1
,6214800,small perch,1
,6214900,small piece,1
,6215400,small piece with sauce,1
,6215500,"small pita (4"" across)",1
,6215600,small pitcher (32 fl oz),1
,6215700,"pizza (8"" across)",1
,6215800,small porgy,1
,6215900,small rib,1
,6216000,small rib,1
,6216100,small round Moon Cake,1
,6216200,small scoop,1
,6216300,small shrimp,1
,6216400,small slice,1
,6216600,"small slice (2-1/2"" x 2"" x 1/2"")",1
,6216700,"small slice (3-1/4"" x 2-1/2"" x 1/2"")",1
,6216800,small snapper,1
,6217100,small square Moon Cake,1
,6217400,"small stalk (5"" long)",1
,6217600,small steak,1
,6217700,small steak,1
,6217800,small stick or slice,1
,6217900,"small stick (6-1/4"" long)",1
,6218000,"small stick (4-1/4"" long)",1
,6218100,small submarine or hoagie roll,1
,6218200,small tart,1
,6218700,small thigh,1
,6218800,small thigh,1
,6218900,small thigh,1
,6219000,small thigh,1
,6219100,"small tortilla (4"" across)",1
,6219200,"tortilla (6"" across)",1
,6219300,small tostone,1
,6219400,small trout,1
,6219500,small wedge (1/8 of small melon),1
,6219800,small wing,1
,6219900,small wing,1
,6220000,small wing,1
,6220100,"small gherkin (2-1/2"" long)",1
,6220200,"small, breaded (3-1/3 per pound)",1
,6220300,"small, breaded (3-1/3 per pound)",1
,6220500,smokie (8 per 12 oz pkg),1
,6220600,snack size container (4 oz),1
,6220601,small box (3.9 oz),1
,6220602,large box (5.9 oz),1
,6220603,small box (1.4 oz),1
,6220604,large box (2.1 oz),1
,6220605,small box (3.4 oz),1
,6220606,large box (5.1 oz),1
,6220607,small box (1 oz),1
,6220608,large box (1.5 oz),1
,6220609,box (32 oz),1
,6220700,3 Musketeers Bar (snack size),1
,6220900,snail,1
,6221000,snow cone,1
,6221100,snow crab leg,1
,6221200,snow crab body with 3 legs,1
,6221300,snowshoe rabbit,1
,6221400,soda (10 fl oz),1
,6221500,"sopaipilla (1 1/2"" x 1 1/2"")",1
,6221600,spear,1
,6221700,"spear (5"" long)",1
,6221900,spear,1
,6222100,"spot fillet (4-1/2"" x 2"" x 3/8"")",1
,6222200,sprig,1
,6222300,sprout,1
,6222400,square,1
,6222800,square,1
,6222801,square cracker,1
,6223000,"square (4"" square)",1
,6223100,"square (9"" square)",1
,6223300,squid,1
,6223400,stalk,1
,6223600,deer steak,1
,6223700,steak with gravy,1
,6223900,stick,1
,6223901,old fashioned hard candy stick,1
,6223902,stick (1/2 cup),1
,6223903,stick (3 oz),1
,6223904,string cheese stick,1
,6224100,"stick (2-1/2"" x 5/8"" x 1/2"")",1
,6224200,stick (3 oz),1
,6224300,"stick (3"" long)",1
,6224400,"stick (3"" x 3/4"")",1
,6224500,"stick (4"" x 1"" x 1/2"")",1
,6224600,string cheese stick,1
,6224700,stick (7 per pound),1
,6225100,"stick, 4 "" long",1
,6225200,strip,1
,6225400,"strip (3-1/4"" x 7/8"" x 1/8"")",1
,6225500,"strip (4"" long)",1
,6225900,strip or slice,1
,6226100,stuffed cap,1
,6226200,stuffed crab shell,1
,6226300,stuffed globe,1
,6226400,stuffed pork chop,1
,6226500,stuffed shrimp,1
,6226600,sub sandwich,1
,6227000,sucker (2 oz),1
,6227100,"sucker, junior size",1
,6227200,sundae,1
,6227600,tablet (3 oz),1
,6227900,taco or tostada,1
,6227901,taco bowl or tostada bowl,1
,6228100,tail,1
,6228300,"tall can (16 oz), drained",1
,6228500,tamale,1
,6228600,tamarind,1
,6228700,taquito,1
,6228800,tart,1
,6228900,tart shell,1
,6229600,teacup (6 fl oz),1
,6229700,thick slice,1
,6229800,"large/thick slice (1/2"" thick)",1
,6229900,"thick slice (2"" x 1-1/2"" x 3/8"")",1
,6230000,thick slice,1
,6230001,"thick slice (3"" dia x 3/8 thick)",1
,6230100,"thick slice (3"" x 2"" x 3/8"")",1
,6230200,thick slice,1
,6230300,thick slice,1
,6230600,"thigh, cooked",1
,6230700,"pretzel thin (3-1/4"" x 2-1/4"" x 1/4"")",1
,6230800,thin slice,1
,6230801,thin slice (.5 oz),1
,6230900,"thin slice (3-1/2"" across x 1/2"" thick)",1
,6231000,"thin slice (2"" x 1-1/2"" x 1/8"")",1
,6231100,thin slice,1
,6231101,"thin slice (3"" across x 1/8 thick)",1
,6231200,"thin slice (3"" x 2"" x 1/8"")",1
,6231300,thin  slice,1
,6231400,thin slice,1
,6231900,thin wafer,1
,6232000,"tiny (""popcorn"")",1
,6232100,toaster muffin,1
,6232200,tomato,1
,6232300,"tomato (2-3/8"" across)",1
,6232600,tortilla,1
,6232800,"tortilla (12"" across)",1
,6233000,"tortilla (4"" across)",1
,6233400,triple cheeseburger,1
,6234000,tube,1
,6234600,turkish cup (4 fl oz),1
,6234700,turnover,1
,6234800,turtle,1
,6234900,vending machine cup (6 fl oz),1
,6235000,very thin slice,1
,6235100,wafer,1
,6235200,wedge,1
,6235201,wheel (8 oz),1
,6235202,brick (8 oz),1
,6235400,wedge (1/8 of melon),1
,6235700,wedge (approx 1/16 of melon),1
,6235800,wedge or slice,1
,6236200,"fillet (6"" x 2-1/2"" x 3/8"")",1
,6236300,nugget,1
,6236400,whole apricot,1
,6236500,whole apricot with liquid,1
,6236600,whole pimiento,1
,6236700,whole,1
,6236800,"whole (2"" across)",1
,6236801,"whole, fresh (2"" across)",1
,6236900,whoopie pie,1
,6237000,small wine glass (3.5 fl oz),1
,6237100,wing,1
,6237200,wing,1
,6237300,wonton,1
,6237600,wedge,1
,6237700,3-ring pretzel,1
,6237800,1-ring pretzel,1
,6237900,portion (1/2 English muffin),1
,6238000,portion (1/2 acorn squash),1
,6238001,"squash (4"" across)",1
,6238002,squash,1
,6238200,breast,1
,6238300,breast,1
,6238800,breast with sauce,1
,6238801,chicken breast with sauce,1
,6239100,duck half,1
,6239101,duck,1
,6239200,duck half,1
,6239300,portion (1/2 extra large egg),1
,6239600,large breast,1
,6239700,large breast,1
,6239800,large breast,1
,6239900,large breast,1
,6240000,portion (1/2 large egg),1
,6240300,medium breast,1
,6240400,medium breast,1
,6240500,medium breast,1
,6240600,medium breast,1
,6240601,chicken breast,1
,6240602,medium chicken breast with sauce,1
,6240700,portion (1/2 medium egg),1
,6240800,portion (1/2 pepper with filling),1
,6240900,breast,1
,6241300,small breast,1
,6241400,small breast,1
,6241500,small breast,1
,6241600,small breast,1
,6242000,"portion (1/4 cup, about 59 pieces)",1
,6242001,"portion (1/4 cup, about 84 pieces)",1
,6242400,portion (10 Chiclets),1
,6242500,portion (10 Crispy Crowns),1
,6242600,portion (10 Mr. Phipps Pretzel Chips),1
,6242700,"Norwegian flatbread (4-3/4"" x 2-3/4"" x 1/16"")",1
