Action,portion_code,portiondesc,Active
,6243000,portion (10 nuts),1
,6243200,portion (10 beans),1
,6243300,"portion (10 beans, 4"" long)",1
,6243600,portion (10 bite-size pretzels),1
,6244000,portion (10 cherries),1
,6244100,portion (10 chips),1
,6244200,portion (10 combos),1
,6244300,portion (10 crinkle cuts),1
,6244400,portion (10 curls),1
,6245500,portion (10 chestnuts),1
,6246100,portion (10 nuts),1
,6246200,portion (10 nuts),1
,6246300,package (10 oz),1
,6246400,portion (10 pea pods),1
,6246800,"portion (10 pretzel sticks 2-1/2"" long x 1/8"" across)",1
,6246900,portion (10 puffs),1
,6247200,portion (10 rings),1
,6247300,portion (10 sections),1
,6247400,portion (10 shoestrings),1
,6247600,portion (10 slices),1
,6247900,portion (10 snowpeas),1
,6248100,portion (10 sprigs),1
,6248200,portion (10 steak cut/ wedges),1
,6248201,portion (10 steak cut/dinner fries),1
,6248400,portion (10 straight cuts),1
,6248500,portion (10 strips),1
,6248900,portion (10 strips),1
,6249000,portion (10 stuffed leaves),1
,6249100,portion (10 pecan halves),1
,6249300,portion (10 wedges),1
,6249400,portion (10 nuts),1
,6249500,"can (10.75 oz), ready-to-serve",1
,6249600,"can (19 oz), ready-to-serve",1
,6249700,portion (2 fritters with syrup),1
,6249800,portion (2 puffs),1
,6251100,portion (4 cubes),1
,6251700,portion (5 rinds),1
,6252200,portion (8 caps),1
,6252300,"grapefruit, juiced",1
,6252400,"lemon, juiced",1
,6252500,"juice of 1 lime (2"" across)",1
,6252501,"lime, juiced",1
,6252600,"orange, juiced",1
,6252700,"wedge, juiced",1
,6252701,juice of 1 wedge or slice,1
,6252800,"skin from large potato (3"" to 4-1/4"" across)",1
,6253200,"skin from medium potato (2-1/4"" to 3"" across)",1
,6253300,"skin from small potato (1-3/4"" to 2-1/4"" across)",1
,6253600,pork kidney,1
,6253700,lamb kidney,1
,6253800,veal kidney,1
,6254300,Weight Watchers Sandwich bar,1
,6254900,package (10 oz),1
,6256800,can (6 oz),1
,6259100,bar (1.6 oz),1
,6259900,bar (2.8 oz),1
,6261100,can (10.5 oz),1
,6274000,large egg yolk,1
,6274300,large egg white,1
,6277500,large piece,1
,6286200,regular (4 oz),1
,6286500,roll or bun,1
,6289200,snack size bar,1
,6289201,snack size bar (0.5 oz),1
,6289800,steak,1
,6302600,twist,1
,6316700,container (4 oz),1
,6338200,cupcake,1
,6338201,extra large cupcake,1
,6338300,"sausage (5"" long x 7/8"" across)",1
,6338400,Weight Watchers sandwich (3 oz),1
,6338600,Newman's Own pop and serve bag,1
,6338700,bottle (8 fl oz),1
,6338900,frankfurter,1
,6339000,piece (1.5 oz),1
,6339200,Lance Wafer,1
,6339900,Little Debbie,1
,6340000,Australian toaster biscuit,1
,6340100,Jack-in-the-Box Double Cheeseburger,1
,6340200,Healthy Choice meal (10 oz),1
,6340300,Weight Watchers meal (8.5 oz),1
,6340400,animal cookie,1
,6340500,Burger King slice,1
,6340600,individual Drake's pie,1
,6340700,Drake's twin-pack,1
,6340800,small Drake's coffee cake (2 oz),1
,6340900,twin-pack Drake's coffee cake (2.3 oz),1
,6341300,plain,1
,6341400,caramel flavor,1
,6341700,Jack-in-the-Box order,1
,6341800,medium fast food order,1
,6341900,large fast food order,1
,6342200,Hostess Grizzly Chomps Cake,1
,6342300,Jimmy Dean Flapstick,1
,6342400,bite size,1
,6342500,Nutri System bag (1.9 oz),1
,6342600,Pepperidge Farm Cookie,1
,6342700,Hostess Brownie Bites bag (2.2 oz),1
,6342800,Hostess Brownie Bites,1
,6343000,chimichanga,1
,6343100,regular order Jack-in-the-Box mini chimichangas (4 pieces),1
,6343200,large order Jack-in-the-Box mini chimichangas (6 pieces),1
,6343300,Banquet's Cookin' Bag (4.5 oz),1
,6343600,bar (2.25 oz),1
,6343700,bar or stick,1
,6343800,Arby's Sub,1
,6343900,Snackwell's,1
,6344000,Taco Bell Grande,1
,6344100,rectangle,1
,6344101,rectangle cracker,1
,6344300,slice or ring,1
,6344400,slice or ring with liquid,1
,6344500,small croissant,1
,6344600,medium croissant,1
,6344700,large croissant,1
,6344800,small head,1
,6345000,"small (2"" square, 2"" high)",1
,6345001,"small roll (2"" square, 2"" high)",1
,6345100,"thin slice (3-3/4"" x 5"" x 3/8"")",1
,6345200,"regular slice (3-3/4"" x 5"" x 1/2"")",1
,6345300,"thick slice (3-3/4"" x 5"" x 5/8"")",1
,6345400,grab-size bag,1
,6345401,grab-size bag (1.5 oz),1
,6345402,grab-size bag (1-3/4 oz),1
,6345403,grab-size bag (2.1 oz),1
,6345404,grab-size bag (2.3 oz),1
,6345500,"puff or cheese straw (5"" long)",1
,6345900,small spear,1
,6346000,"medium spear (5-1/4"" to 7"" long)",1
,6346100,"large spear (7-1/4"" to 8-1/2"" long)",1
,6346200,extra large spear,1
,6346300,spear tip,1
,6346600,small cupcake,1
,6346700,medium cupcake (1 oz),1
,6346701,medium cupcake (1.4 oz),1
,6346800,large cupcake,1
,6346900,small neck (from 11 to 13 lb turkey),1
,6347000,medium neck (from 14 to 18 lb turkey),1
,6347100,large neck (from 19 to 21 lb turkey),1
,6347200,medium lobster tail,1
,6347500,hot dog on bun,1
,6347700,Weight Watchers English Toffee Crunch Bar,1
,6347800,school milk carton (1/2 pint),1
,6347801,cup (school milk carton),1
,6347899,pint,1
,6347900,"small (6"" to 6-7/8"" long)",1
,6348100,Entenmann's muffin,1
,6348300,Hormel frankfurter,1
,6348600,foot long frankfurter on bun,1
,6348700,Keebler Club,1
,6348800,Lean Cuisine meal (11.75 oz),1
,6348900,Jenny's Cuisine meal (9.25 oz),1
,6349000,"extra small (less than 6"" long)",1
,6349100,Burger King order,1
,6349300,McDonald's order,1
,6349500,Hardee's order,1
,6350000,"Newton bar (2"" long, 1-1/2"" wide)",1
,6350100,"Newton bar (1-1/2"" long, 1-3/8"" wide)",1
,6350400,Tyson fillet,1
,6350500,fillet,1
,6350900,tender,1
,6351000,"portion (10 spirals, twists, curly fries)",1
,6351100,McDonald's biscuit,1
,6351200,Hardee's biscuit,1
,6351300,Toaster Strudel,1
,6351400,tater tot,1
,6351500,shaved slice,1
,6352000,Mistic bottle (11.1 fl oz),1
,6352100,"Idli (2-1/4"" across)",1
,6352200,"medium (7"" to 7-7/8"" long)",1
,6352300,"extra large (9"" or longer)",1
,6352400,"large (8"" to 8-7/8"" long)",1
,6352500,linear inch,1
,6352600,Campbell's can (16 oz),1
,6352601,"Campbell's can (16 oz), ready-to-serve",1
,6352602,"can (16 oz), ready-to-serve",1
,6352800,Haagen-Dazs bar (2.3 fl oz),1
,6352900,"can (15 oz), ready-to-serve",1
,6352901,Healthy Choice can (15 oz),1
,6353100,Health Valley Apricot Fruit Bar,1
,6353200,Health Valley Apple Raisin Jumbo Fruit Cookie,1
,6353300,bar (1.4 oz),1
,6353600,"fillet (5-1/4"" x 2"" x 3/8"")",1
,6353700,"croaker fillet (5"" x 2-1/2"" x 3/8"")",1
,6353800,"fillet (4-1/2"" x 2"" x 3/8"")",1
,6353900,"fillet (6-1/2"" x 2-1/2"" x 3/8"")",1
,6354000,drink box (8.45 fl oz),1
,6354100,package (3.52 oz),1
,6354120,package (3.5 oz.),1
,6354500,"spot fillet (5"" x 2"" x 3/8"")",1
,6354800,"fillet (4-1/2"" x 2-1/4"" x 3/8"")",1
,6354900,McDonald's cone,1
,6355000,McDonald's McMuffin,1
,6355100,single-serve cup (3 fl oz),1
,6355200,sundae (6 fl oz),1
,6355300,Girl Scout cookie,1
,6355400,serving (3 heaping teaspoons or 1 envelope),1
,6355500,serving (2-3 heaping teaspoons),1
,6355600,serving (4 tablespoons),1
,6355900,"chip, rippled, ruffled or crinkle cut",1
,6356000,"chip, regular",1
,6362300,sandwich cracker,1
,6366400,"medium carrot (6"" to 7"" long)",1
,6366500,"mini ear or cobette (2-1/2"" to 3"" long)",1
,6366800,can (14-3/4 oz),1
,6366900,can (15 oz),1
,6368300,Milky Way shake,1
,6368400,Roy Rogers shake,1
,6368600,large Burger King shake,1
,6368800,large Dairy Queen shake,1
,6369000,"small (6-3/8"" across)",1
,6369100,"medium (8-5/8"" across)",1
,6369200,"large (12-3/8"" across)",1
,6369300,"medium (4-1/4"" across)",1
,6369500,"medium cookie (1-3/4"" across)",1
,6369600,Ry Krisp wafer (triple cracker),1
,6369700,Wasa crispbread,1
,6370100,Snackwell's cookie,1
,6370300,Popeyes biscuit,1
,6370500,small drink (16 fl oz),1
,6370600,medium drink (22 fl oz),1
,6370700,large drink (32 fl oz),1
,6370800,extra large drink (44 fl oz),1
,6371500,Tasty-Klair pie,1
,6371700,"slice (3-1/2"" x 2"" x 3/4"")",1
,6372400,Gerber Zwieback toast,1
,6374100,Nabisco Chips Ahoy!,1
,6374500,"small (4"" long)",1
,6374600,"medium (4-1/2"" long)",1
,6374700,"large (5"" long)",1
,6375300,Hillshire Farm Lit'l Smokie,1
,6375500,McDonald's McGrilled sandwich,1
,6375700,Taco Bell 7 Layer burrito,1
,6375800,small fast food order (11 fl oz),1
,6375801,small fast food order,1
,6375900,medium fast food order (14 fl oz),1
,6375901,medium fast food order,1
,6377000,Better Cheddars,1
,6377100,Cheez-It,1
,6377200,Taco Bell Pintos 'N Cheese,1
,6377300,Ho Ho,1
,6377400,Ding Dong,1
,6377500,Little Debbie cookie,1
,6377600,McDonald's packet,1
,6377800,Kellogg's bar,1
,6377900,waffle,1
,6378000,Taco Bell burrito,1
,6378100,Taco Bell order,1
,6378200,Big Jerk,1
,6378300,Super Jerk,1
,6378400,Giant Jerk,1
,6378500,Slim Jim,1
,6379100,extra large slurpee (32 fl oz cup),1
,6379200,large slurpee (22 fl oz cup),1
,6379300,small slurpee (10 fl oz cup),1
,6379400,Town House,1
,6379500,Toasteds,1
,6379800,mini cupcake,1
,6380300,Kraft box,1
,6380400,Velveeta box,1
,6380600,snack size (3.5 oz),1
,6380700,"cake (2-3/4"" across, 3/4"" high)",1
,6380800,3-foot roll,1
,6380900,P.B. Fudgebutter,1
,6381000,Burger King cheeseburger,1
,6381100,Burger King hamburger,1
,6381200,Fundamiddles pouch,1
,6381300,Fundamiddle,1
,6382000,Popsicle Juice Jets bar (1.6 fl oz),1
,6382100,Chunks O' Fruti bar (3 fl oz),1
,6382200,Minute Maid Fruit Juicee bar (2-1/4 fl oz),1
,6382400,Wendy's Jr. Cheeseburger Deluxe,1
,6382500,"waffle (4-1/8"" across)",1
,6382700,Fal-Vor-Ice,1
,6382800,Kool-Aid Bursts bottle (6.75 fl oz),1
,6382900,"cup package (2.25 oz), prepared",1
,6383000,biscuit with gravy,1
,6383100,"whole round slice (1"" thick)",1
,6383200,small wedge,1
,6383300,medium wedge,1
,6383400,large wedge,1
,6383800,Welch's Fruit Juice bar (3 fl oz),1
,6383900,Wendy's Jr. Bacon Cheeseburger,1
,6384000,small steak/cutlet,1
,6384100,medium steak/cutlet,1
,6384200,large steak/cutlet,1
,6384300,small steak/cutlet,1
,6384400,medium steak/cutlet,1
,6384500,large steak/cutlet,1
,6384600,taco,1
,6384700,small/thin slice,1
,6384800,fun size box (4.23 fl oz),1
,6384900,Dole Fruit Juice Bar (1.75 fl oz),1
,6385000,"mini ""drummette""",1
,6385001,mini drumstick,1
,6385100,Snapple bottle (16 fl oz),1
,6385400,Viennetta slice,1
,6385600,Mini Snicker bar,1
,6385700,strawberry,1
,6385800,pineapple chunk,1
,6385900,Progresso can (16 oz),1
,6385901,"Progresso can (16 oz), ready-to-serve",1
,6386000,Taco Bell taco,1
,6386100,Arby's sandwich,1
,6386200,2 To Go,1
,6386201,king size bar,1
,6386202,king size bar (3.5 oz),1
,6386203,king size bar (4 oz),1
,6386300,bar,1
,6386400,can (24 oz),1
,6386500,Kentucky Fried Chicken biscuit,1
,6386600,Wendy's side salad,1
,6386601,Wendy's salad,1
,6386700,Wendy's garden salad,1
,6386800,Burger King salad,1
,6386900,Hardee's cheeseburger,1
,6387100,Little Debbie package (twin wrapped),1
,6387200,"piece (2"" long x 1-1/4"" across)",1
,6387600,Dunkaroos tray (1 oz),1
,6387700,Dunkaroo,1
,6387800,Arby's Super sandwich,1
,6387900,McDonald's sandwich,1
,6388100,Burger King Breakfast Buddy,1
,6388200,Burger King double cheeseburger,1
,6388300,Stouffer's meal (11.6 oz),1
,6388400,medium cone,1
,6388500,chicken breast with sauce and cheese,1
,6388600,chicken thigh with sauce and cheese,1
,6388700,medium ear,1
,6388900,fajita,1
,6389300,spice drop,1
,6389400,"small gumdrop (1/2"" across)",1
,6389500,"medium gumdrop (3/4"" across)",1
,6389600,"large gumdrop (1"" across)",1
,6389700,"jelly ring (1-1/4"" across)",1
,6389800,moon pie,1
,6390100,"portion (1/2 potato, frozen)",1
,6390101,ounce(s) frozen potatoes,1
,6390200,Fruit Booster,1
,6390500,small Cracker Jack box,1
,6390600,Crunch 'N Munch box,1
,6392200,Handi-Snack cheese container,1
,6392400,extra large (include Pillsbury Grands!),1
,6392500,Frookie,1
,6392600,spray,1
,6393300,6-foot long tape,1
,6393400,Snackwell's bar,1
,6393500,"crepe (6"" across)",1
,6393600,Vienna finger,1
,6393800,king size (2.6 oz),1
,6393900,king size package (4 sticks),1
,6394000,Healthy Choice bag,1
,6394100,Teddy Graham,1
,6395000,sandwich size muffin,1
,6395100,"large Belgian (6-3/4"" across x 1-1/8"" high)",1
,6395200,"small Belgian (3"" across x 1-1/8"" high)",1
,6395300,6 oz container,1
,6395400,Healthy Choice,1
,6395500,fennel bulb,1
,6395600,Lemon Cooler,1
,6395700,pull-n-peel stick,1
,6396000,Snapple can (11.5 fl oz),1
,6396400,Hostess 3-pack,1
,6396500,gum ball,1
,6396600,Keebler Rainbow Chips Deluxe,1
,6396900,baby pickle,1
,6397000,stacker,1
,6397100,Act II singles bag,1
,6397700,"extra large (9"" across)",1
,6397800,"medium cucumber (7"" long)",1
,6397900,maple bar,1
,6398000,small container (7.75 oz),1
,6398100,small can (3 oz),1
,6398101,small can (8 oz),1
,6398200,can (16 oz),1
,6398400,can (6 oz),1
,6398500,"mini baguette (about 9"" long)",1
,6398900,small or bite size,1
,6399100,"snack size stick (2-1/2"" long)",1
,6399300,sardine,1
,6399400,piece with broth,1
,6399500,Nibs pouch,1
,6399600,Nib,1
,6399700,Jolly Time bag,1
,6399900,bottle (20 fl oz),1
,6400000,individual school carton,1
,6400500,Greek olive,1
,6400600,"pupusa (5"" across)",1
,6400700,small fillet,1
,6400800,medium fillet,1
,6400900,large fillet,1
,6401000,"steak (6-3/4"" x 2-1/2"" x 1"")",1
,6401001,steak,1
,6401200,portion (10 waffle fries),1
,6401400,commercial smoothie (20 fl oz),1
,6401500,small appetizer size,1
,6401600,medium/entree,1
,6401700,cracker-size slice,1
,6402500,Dunkin' Donuts sandwich,1
,6402600,clementine,1
,6402700,"Subway Sub (6"" long)",1
,6402800,"Jerry's Sub (8"" long)",1
,6403000,Taco Bell tostada,1
,6403200,Lean Cuisine meal (10 oz),1
,6403300,Taco Bell gordita,1
,6403400,Taco Bell chalupa,1
,6403500,Carl's Jr. hamburger,1
,6403501,Carl's Jr. order,1
,6403900,bottle (9 fl oz),1
,6403901,bottle (3.3 oz),1
,6404000,Taco Bell salad,1
,6404100,Carl's Jr. sandwich,1
,6404200,Long John Silver's sandwich,1
,6404400,fast food kids' meal,1
,6404800,"plain packet, prepared",1
,6404900,"sugar/spice packet, prepared",1
,6405500,"jiggler (2"" square)",1
,6405600,"topping from 1 piece (1/8 of 12"" pizza)",1
,6405700,tube (2-1/4 oz),1
,6405800,portion (10 drops),1
,6405900,wedge (approx 1/4 of melon),1
,6406000,McDonald's carton,1
,6406100,Mexican pizza,1
,6406200,Jerry's Jr. Sub,1
,6406300,Taco Bell Enchirito,1
,6406400,bottle (16 fl oz),1
,6406500,jalapeno pepper,1
,6406700,Arby's small order,1
,6406800,Arby's medium order,1
,6406900,Arby's large order,1
,6407100,baby potato,1
,6407200,fillet,1
,6407201,fillet (4 oz),1
,6407202,fillet (6 oz),1
,6407300,grape tomato,1
,6407500,juice box or pouch (6.75 fl oz),1
,6407600,McDonald's Big N' Tasty,1
,6407800,elk steak,1
,6407900,Jack-in-the-Box hamburger,1
,6408100,General Mills bar,1
,6408200,wedge or slice,1
,6408300,gummy bear,1
,6408400,gummy fish,1
,6408500,gummy worm,1
,6408600,gummy dinosaur,1
,6408700,Cinnabon,1
,6408800,"piece (1/4 of 10"" flatbread)",1
,6408900,piece (1/12 of cake),1
,6409000,bottle (16.9 fl oz or 500 ml),1
,6409100,sports bottle (23.7 fl oz),1
,6409200,bar (2 oz),1
,6409300,McGriddles sandwich,1
,6409400,bottle (1 liter),1
,6409600,Arby's finger,1
,6409800,Swanson meal (14.75 oz),1
,6409900,Dairy Queen Sandwich,1
,6410100,Banquet meal (9.25 oz),1
,6410200,Swanson meal (11.75 oz),1
,6410300,Budget Gourmet (8.5 oz),1
,6410400,Banquet meal (6.75 oz),1
,6410500,Lean Cuisine meal (9.25 oz),1
,6410600,Swanson meal (16.5 oz),1
,6410700,Weight Watchers meal (10 oz),1
,6410800,Weight Watchers meal (9.5 oz),1
,6410900,Banquet meal (9.5 oz),1
,6411000,Marie Callender's dinner (14.5 oz),1
,6411100,Michelina's dinner (10 oz),1
,6411200,Stouffer's meal (8-7/8 oz),1
,6411300,Stouffer's dinner (14 oz),1
,6411400,Swanson dinner (12.75 oz),1
,6411500,Weight Watchers meal (9.25 oz),1
,6411600,Marie Callender's dinner (14 oz),1
,6411700,Stouffer's dinner (17 oz),1
,6411800,small Burger King shake,1
,6411900,medium Burger King shake,1
,6412000,small Dairy Queen shake,1
,6412100,medium Dairy Queen shake,1
,6412200,Marie Callender's dinner (16 oz),1
,6412300,Banquet meal (11 oz),1
,6412400,"pizza (11"" across)",1
,6412500,Chick-fil-A sandwich,1
,6412600,McDonald's burrito,1
,6412700,Weight Watchers meal (10.5 oz),1
,6412800,Uncle Ben's Rice Bowl (12 oz),1
,6412900,Subway cookie,1
,6413000,"small (approx 3-1/2"" across)",1
,6413100,"medium (approx 4"" across)",1
,6413200,"large (approx 4-1/2"" across)",1
,6413300,snack size container (0.8 oz),1
,6413600,Popeyes order,1
,6413700,KFC Potato Wedges,1
,6413800,100 calorie package,1
,6413900,small Blizzard (10 fl oz),1
,6414000,medium Blizzard (13 fl oz),1
,6414100,large Blizzard (19 fl oz),1
,6414200,regular McFlurry (12 fl oz),1
,6414300,large McFlurry (16 fl oz),1
,6414400,McDonald's kiddie cone,1
,6414500,medium fast food cone,1
,6414600,super snack bag (3.2 oz),1
,6414700,Jack-in-the-Box Breakfast Jack,1
,6415000,Fruit 2 O bottle (16 fl oz),1
,6415100,Fruit 2 O bottle (20 fl oz),1
,6415200,snack size bag (1.5 oz),1
,6415201,snack size bag (1.3 oz),1
,6415300,mini bag (1.3 oz),1
,6415301,mini bag (1.2 oz),1
,6415400,Pop Secret bag,1
,6415500,Chick-fil-A burrito,1
,6415600,Hardee's Hot Ham 'N' Cheese sandwich,1
,6415700,Hardee's Big Hot Ham 'N' Cheese sandwich,1
,6415800,"medium (2-2/3"" across)",1
,6415900,"extra large (3"" across)",1
,6416000,McDonald's child size shake (12 fl oz),1
,6416100,McDonald's small shake (16 fl oz),1
,6416200,McDonald's medium shake (21 fl oz),1
,6416300,McDonald's large shake (32 fl oz),1
,6416600,bar (1.3 oz),1
,6416800,"slice (1/8 of 14"" pizza)",1
,6416900,portion (1/2 small egg),1
,6417000,portion (1/2 jumbo egg),1
,6417100,packet dry mix with milk,1
,6417200,Smucker's Uncrustables sandwich,1
,6417700,Taco Bell Crunchwrap Supreme,1
,6417800,prepackaged bowl (0.6 oz),1
,6417900,prepackaged bowl (0.75 oz),1
,6418000,prepackaged bowl (0.9 oz),1
,6418100,prepackaged bowl (1 oz),1
,6418200,prepackaged bowl (1.125 oz),1
,6418300,prepackaged bowl (1.25 oz),1
,6418400,can (8.3 fl oz),1
,6419100,bag (1.3 oz),1
,6419200,"Subway Oven Roasted Chicken Sub (6 "" long)",1
,6419300,"Subway Sweet Onion Chicken Teriyaki Sub (6"" long)",1
,6419400,small patty (4-1/2 per pound of raw meat),1
,6419500,medium patty (3-1/2 per pound of raw meat),1
,6419600,large patty (2-1/2 per pound of raw meat),1
,6419700,quarter pound patty (4 per pound of raw meat),1
,6419800,ice cube,1
,6421900,McDonald's snack size salad,1
,6421901,McDonald's salad,1
,6422800,sandwich,1
,6423000,KFC Bowl,1
,6423500,prepackaged bowl,1
,6423501,prepackaged bowl (.7 oz),1
,6423502,prepackaged bowl (1 oz),1
,6425000,can (24 fl oz),1
,6425400,McDonald's Double 1/4- Pounder with Cheese,1
,6425500,Wendy's Baconator,1
,6427200,school personal size pizza,1
,6427300,small egg white,1
,6427400,medium egg white,1
,6427500,extra large egg white,1
,6427600,jumbo egg white,1
,6427700,small egg yolk,1
,6427800,medium egg yolk,1
,6427900,extra large egg yolk,1
,6428000,jumbo egg yolk,1
,6428300,McDonald's parfait,1
,6428900,scoop,1
,6429200,straw,1
,6433100,half smoke sausage,1
,6436100,breakfast link,1
,6436200,bun-size or griller link,1
,6437100,hot dog on bread,1
,6438100,"regular microwavable package, prepared",1
,6438200,"large microwavable package, prepared",1
,6438300,"regular microwavable tub, prepared",1
,6438400,"large microwavable tub, prepared",1
,6438600,small taco or tostada,1
,6438700,medium taco or tostada,1
,6438800,large taco or tostada,1
,6440100,taco salad,1
,6441400,small taquito,1
,6441500,medium taquito,1
,6441600,large taquito,1
,6443000,bottle (14 fl oz),1
,6443100,single serving box (17 fl oz),1
,6443200,single serving box (11 fl oz),1
,6444300,Kashi TLC cracker,1
,6445200,scoop,1
,6446100,small cod,1
,6446200,medium cod,1
,6446300,large cod,1
,6446600,bottle (13.5 fl oz),1
,6446700,bottle (22 fl oz),1
,6448200,Wendy's triple cheeseburger,1
,6448300,Hot Pockets Four Cheese Pizza,1
,6448700,Taco Bell quesadilla,1
,6449200,sandwich thin,1
,6450000,Special K Snack Cracker,1
,9000000,ounce,1
,9000001,ounce (10 nonpareils),1
,9000002,ounce (about 90 morsels),1
,9000003,"ounce, cooked",1
,9000004,stick (1 oz),1
,9100001,bar (1.4 oz),1
,9100002,bar (1.65 oz),1
,9100003,bar (1.8 oz),1
,9100004,bar (2.1 oz),1
,9100005,bar (2.5 oz),1
,9110000,big cup,1
,9111000,bottle,1
,9111100,chip,1
,9200000,cup,1
,9200001,cup (8 fl oz),1
,9220000,extra large,1
,9222000,fun size package,1
,9222200,giant,1
,9300000,large,1
,9330000,"large ring (3"" - 4"" across)",1
,9333000,Mallo Cup,1
,9333300,medium,1
,9400000,"medium ring (2"" - 3"" across)",1
,9440000,minis bar,1
,9444000,mug (8 fl oz),1
,9444400,Nabisco Lorna Doone,1
,9500000,ounce,1
,9500001,ounce (about 11 chips),1
,9500002,ounce (about 14 chips),1
,9500003,ounce (about 15 chips),1
,9500004,ounce (about 16 chips),1
,9500005,ounce (about 17 chips),1
,9500006,ounce (about 20 chips),1
,9500007,ounce (about 30 chips),1
,9500008,ounce (about 56 morsels),1
,9550000,"ounce cooked, no bone",1
,9550001,"ounce, cooked",1
,9555000,package (1.6 oz),1
,9555001,"package (2 cups, 1.5 oz)",1
,9555002,package (2.2 oz),1
,9555500,packet (1.5 oz),1
,9600000,piece (1/10 of loaf),1
,9600001,piece (1/12 of bundt cake),1
,9600002,"piece (1/4 of 12"" injera)",1
,9600003,"piece (1/6 of 8"" pie)",1
,9600004,"piece (1/6 of 9"" pie)",1
,9600005,piece (1/6 of whole),1
,9600006,"piece (1/9 of 8"" square)",1
,9660000,"portion (1/4 cup, 2 oz)",1
,9660001,"portion (1/4 cup, about 40 raisins)",1
,9660002,"portion (1/4 cup, about 47 raisins)",1
,9660003,"portion (1/8 of 9"" pie shell)",1
,9660004,"portion (20 pieces, candy corn)",1
,9666000,"roll (1.1 oz, 14 pieces), Life Savers",1
,9666600,"slice (1/8 of 12"" pizza)",1
,9666601,slice,1
,9666602,"slice (1/8 of 13"" pizza)",1
,9666603,"slice (1/8 of 14"" pie)",1
,9666604,"slice (1/8 of 14"" pizza)",1
,9666605,"slice (1/8 of 15"" pizza)",1
,9666606,"slice (1/8 of 16"" pizza)",1
,9700000,small,1
,9770000,"small ring (1"" - 2"" across)",1
,9777000,sprig,1
,9777700,standard wine glass (5 fl oz),1
,9800000,tablespoon,1
,9800001,"tablespoon, flakes",1
,9800002,"tablespoon, granules",1
,9800003,"tablespoon, hulled",1
,9800004,"tablespoon, sno caps",1
,9880000,teaspoon,1
,9880001,teaspoon Butter Buds,1
,9880002,teaspoon Molly McButter,1
,9900000,cube,1
,9900001,WC portion,1
,9999900,tablespoon,1
,9999901,root,1
,9999902,head,1
,9999903,"head, medium",1
,9999904,bunch,1
,9999999,portion,1
